Date	Time	Severity	Direction	Truck	Postmile
20050413	0520	Property Damage	S	TRUE	10.92
20050413	0650	Property Damage	N	FALSE	25.28
20050413	0830	Property Damage	N	FALSE	11.81
20050413	0840	Complaint of Pain	N	FALSE	23.97
20050413	1120	Property Damage	N	FALSE	20.83
20050413	1149	Complaint of Pain	N	FALSE	19.53
20050413	1215	Property Damage	N	FALSE	24.44
20050413	1645	Property Damage	S	FALSE	23.87
20050413	1705	Property Damage	S	FALSE	23.89
20050413	2025	Property Damage	N	TRUE	21.91
20050414	0100	Property Damage	S	TRUE	19.892
20050414	1600	Property Damage	N	FALSE	7.83
20050414	1610	Property Damage	S	FALSE	22.06
20050414	1735	Property Damage	S	TRUE	22.16
20050415	0855	Property Damage	S	FALSE	23.74
20050415	0920	Property Damage	N	TRUE	22.154
20050415	1615	Property Damage	N	FALSE	14.47
20050415	1950	Property Damage	S	FALSE	14.01
20050416	0110	Property Damage	S	FALSE	24.21
20050416	0205	Complaint of Pain	N	FALSE	11.61
20050416	0206	Complaint of Pain	N	FALSE	11.61
20050416	0225	Property Damage	S	TRUE	22.5
20050416	1100	Property Damage	N	TRUE	19.85
20050416	1525	Property Damage	S	FALSE	19.02
20050416	1635	Property Damage	N	FALSE	24.123
20050416	1715	Complaint of Pain	N	TRUE	18.43
20050416	2100	Complaint of Pain	S	FALSE	23.75
20050417	0340	Property Damage	N	FALSE	24.532
20050417	1605	Complaint of Pain	S	TRUE	6
20050417	1950	Property Damage	N	FALSE	11.51
20050418	0401	Property Damage	S	FALSE	13.07
20050418	0945	Property Damage	N	TRUE	20.94
20050418	1240	Property Damage	N	TRUE	23.14
20050418	1800	Property Damage	N	TRUE	9.81
20050418	1920	Complaint of Pain	S	FALSE	11.84
20050418	2300	Complaint of Pain	S	FALSE	23.39
20050419	1050	Property Damage	S	TRUE	12.11
20050419	1055	Complaint of Pain	S	TRUE	17.42
20050419	1130	Property Damage	N	TRUE	12.69
20050419	1615	Visible Injury	S	FALSE	15.199
20050419	1810	Property Damage	S	FALSE	20.13
20050419	2058	Visible Injury	N	FALSE	25.12
20050419	2101	Property Damage	N	FALSE	25.02
20050419	2300	Property Damage	N	FALSE	14.11
20050420	0625	Complaint of Pain	N	FALSE	23.12
20050420	0715	Property Damage	N	FALSE	8.97
20050420	0920	Property Damage	S	FALSE	23.71
20050420	1250	Visible Injury	S	TRUE	16.21
20050420	1535	Complaint of Pain	N	FALSE	22.67
20050421	1200	Property Damage	S	TRUE	6.331
20050421	2220	Complaint of Pain	N	FALSE	18.45
20050422	0005	Property Damage	S	FALSE	17.45
20050422	0100	Visible Injury	N	FALSE	6.83
20050422	0545	Property Damage	N	TRUE	10.07
20050422	1210	Property Damage	S	TRUE	12.99
20050422	1245	Property Damage	S	TRUE	8.99
20050423	1350	Property Damage	N	FALSE	14.06
20050424	0003	Property Damage	S	FALSE	25.27
20050424	0005	Complaint of Pain	S	FALSE	18.54
20050424	0640	Property Damage	S	FALSE	7.825
20050424	1555	Severe Injury	S	TRUE	20.07
20050424	1855	Property Damage	N	FALSE	20.93
20050425	0545	Complaint of Pain	S	TRUE	14.03
20050425	0900	Property Damage	N	TRUE	23.05
20050425	1010	Property Damage	S	FALSE	16.73
20050425	2320	Property Damage	N	FALSE	12.64
20050426	0820	Property Damage	N	FALSE	8.09
20050426	0820	Visible Injury	N	FALSE	22.07
20050426	0945	Property Damage	N	TRUE	7.79
20050426	1425	Property Damage	N	TRUE	16.166
20050426	1435	Property Damage	N	TRUE	6.83
20050426	1600	Property Damage	N	TRUE	17.19
20050426	1645	Property Damage	S	FALSE	24.45
20050426	1705	Property Damage	N	TRUE	11.95
20050426	1720	Property Damage	S	TRUE	23.09
20050427	0020	Property Damage	N	FALSE	15.85
20050427	0130	Property Damage	N	FALSE	23.134
20050427	1250	Complaint of Pain	S	TRUE	10.49
20050427	1535	Complaint of Pain	S	TRUE	21.9
20050427	1620	Visible Injury	S	FALSE	13.339
20050427	1940	Property Damage	S	FALSE	18.663
20050428	0450	Property Damage	N	FALSE	10.72
20050428	0500	Complaint of Pain	S	FALSE	6.86
20050428	0502	Property Damage	S	FALSE	19.1
20050428	0740	Property Damage	N	FALSE	7.38
20050428	1015	Property Damage	S	TRUE	23.49
20050428	1030	Property Damage	N	TRUE	13.185
20050428	1150	Property Damage	S	FALSE	10.16
20050429	0830	Property Damage	N	FALSE	18.25
20050429	1020	Property Damage	N	FALSE	9.723
20050429	1245	Property Damage	N	FALSE	21.03
20050429	1415	Property Damage	N	TRUE	7.87
20050429	1600	Complaint of Pain	N	FALSE	7.825
20050429	1630	Property Damage	N	TRUE	21.808
20050429	1900	Property Damage	N	TRUE	17.88
20050430	0235	Fatal	S	FALSE	15.489
20050430	0825	Property Damage	N	TRUE	8.09
20050430	1150	Property Damage	S	FALSE	19.38
20050430	1600	Property Damage	S	FALSE	14.06
20050501	0045	Fatal	N	FALSE	17.59
20050501	1500	Visible Injury	S	TRUE	17.47
20050501	2050	Property Damage	N	FALSE	24.07
20050501	2051	Complaint of Pain	N	FALSE	24.07
20050502	0640	Property Damage	N	FALSE	22.51
20050502	1030	Property Damage	S	FALSE	19.568
20050502	2004	Complaint of Pain	N	FALSE	8.27
20050503	0825	Property Damage	N	TRUE	15.899
20050503	0835	Complaint of Pain	S	FALSE	23.88
20050503	1015	Property Damage	N	TRUE	6.18
20050503	1150	Property Damage	S	TRUE	12.11
20050503	1710	Property Damage	N	TRUE	18.84
20050503	1825	Property Damage	N	FALSE	15.71
20050503	2340	Property Damage	N	FALSE	24.24
20050504	0012	Property Damage	S	FALSE	15.907
20050504	1002	Property Damage	S	TRUE	22.98
20050504	1010	Property Damage	S	FALSE	20.23
20050504	2225	Visible Injury	S	FALSE	19.74
20050505	0150	Visible Injury	S	TRUE	18.58
20050505	0715	Property Damage	N	FALSE	8.87
20050505	0940	Property Damage	S	FALSE	9.09
20050505	1515	Property Damage	S	FALSE	16.21
20050505	1820	Property Damage	N	FALSE	23.19
20050505	1900	Property Damage	N	FALSE	15.33
20050505	2240	Complaint of Pain	S	FALSE	9.51
20050505	2245	Property Damage	S	FALSE	9.741
20050506	0400	Complaint of Pain	S	FALSE	12.871
20050506	0530	Property Damage	N	TRUE	14.02
20050506	0900	Complaint of Pain	S	FALSE	23.81
20050506	0945	Property Damage	N	FALSE	23.134
20050506	1010	Property Damage	N	FALSE	16.46
20050506	1050	Property Damage	N	TRUE	23.4
20050507	0700	Visible Injury	S	FALSE	13
20050507	1345	Property Damage	S	FALSE	12.871
20050507	2205	Complaint of Pain	N	FALSE	22.068
20050507	2330	Complaint of Pain	N	FALSE	21.82
20050508	0115	Property Damage	N	FALSE	14.761
20050508	0210	Property Damage	N	FALSE	18.18
20050508	0615	Property Damage	S	FALSE	13.339
20050508	1730	Property Damage	S	FALSE	15.97
20050508	2015	Visible Injury	N	FALSE	9.723
20050508	2130	Visible Injury	N	FALSE	11.93
20050509	0230	Property Damage	S	FALSE	21.932
20050509	0525	Property Damage	S	FALSE	16.004
20050509	1050	Property Damage	N	TRUE	22.44
20050509	1315	Visible Injury	S	TRUE	13.13
20050509	1538	Visible Injury	S	FALSE	24.709
20050509	1635	Visible Injury	N	TRUE	6.835
20050509	1700	Property Damage	N	TRUE	5.92
20050510	0525	Property Damage	N	FALSE	9.31
20050510	0800	Property Damage	S	FALSE	9.4
20050510	0915	Property Damage	N	TRUE	15.899
20050510	1100	Property Damage	S	TRUE	9.41
20050511	1240	Complaint of Pain	S	FALSE	25.41
20050511	1550	Severe Injury	N	FALSE	22.98
20050511	1647	Visible Injury	S	FALSE	24.23
20050511	1650	Property Damage	N	FALSE	22.43
20050512	0720	Visible Injury	N	FALSE	22.154
20050512	0833	Complaint of Pain	S	FALSE	16.29
20050512	0915	Complaint of Pain	N	TRUE	15.03
20050512	1645	Property Damage	N	FALSE	18.553
20050512	1710	Property Damage	S	FALSE	22.08
20050512	1840	Property Damage	S	FALSE	14.15
20050512	2250	Property Damage	S	FALSE	26.28
20050513	0720	Property Damage	S	FALSE	12.9
20050513	0730	Property Damage	N	FALSE	15.329
20050513	1235	Complaint of Pain	N	FALSE	17.39
20050513	1250	Complaint of Pain	S	FALSE	13.56
20050513	1340	Property Damage	N	TRUE	9.305
20050513	1450	Property Damage	N	TRUE	9.305
20050513	1600	Visible Injury	N	FALSE	23.04
20050513	1650	Property Damage	S	FALSE	23.12
20050514	0756	Property Damage	N	FALSE	23.83
20050514	1725	Visible Injury	S	FALSE	13.03
20050514	2030	Property Damage	N	FALSE	15.35
20050515	0135	Complaint of Pain	N	FALSE	16.862
20050515	0315	Property Damage	N	FALSE	25.348
20050515	0330	Property Damage	N	FALSE	24.21
20050515	1715	Fatal	S	TRUE	20.61
20050516	0840	Property Damage	N	FALSE	24.18
20050516	1153	Property Damage	N	TRUE	18.317
20050516	1445	Complaint of Pain	N	TRUE	22.94
20050516	1720	Property Damage	N	TRUE	21.808
20050517	0655	Property Damage	S	FALSE	20.53
20050517	1208	Property Damage	S	FALSE	23.7
20050517	1705	Property Damage	S	FALSE	23.81
20050518	0730	Property Damage	S	FALSE	13.93
20050518	0820	Property Damage	S	FALSE	24.68
20050518	1230	Property Damage	N	TRUE	23.08
20050518	1635	Property Damage	S	TRUE	19.67
20050518	1750	Property Damage	S	FALSE	23.33
20050518	1850	Property Damage	S	FALSE	11.34
20050519	1020	Complaint of Pain	N	TRUE	26.86
20050519	1215	Property Damage	S	TRUE	23.81
20050519	1430	Property Damage	N	FALSE	14.93
20050519	1435	Visible Injury	S	TRUE	26.44
20050519	1445	Property Damage	N	TRUE	15.07
20050519	1730	Property Damage	N	FALSE	13.17
20050520	0530	Property Damage	S	FALSE	21.76
20050520	0830	Property Damage	N	FALSE	6.27
20050520	2130	Complaint of Pain	S	TRUE	17.6
20050521	0125	Property Damage	S	FALSE	18.314
20050521	0318	Property Damage	S	FALSE	21.13
20050521	0320	Property Damage	S	FALSE	21.13
20050521	1240	Property Damage	S	FALSE	21.12
20050521	1244	Property Damage	S	TRUE	9.624
20050521	1900	Property Damage	N	FALSE	18.43
20050521	2100	Property Damage	N	FALSE	15.58
20050522	1510	Visible Injury	S	FALSE	9.624
20050522	2307	Property Damage	S	FALSE	5.46
20050523	0648	Property Damage	N	FALSE	22.57
20050523	1130	Visible Injury	S	FALSE	26.527
20050523	1140	Property Damage	S	FALSE	31.761
20050523	1155	Property Damage	S	FALSE	20.01
20050523	1605	Complaint of Pain	S	FALSE	23.69
20050523	2345	Property Damage	N	FALSE	23.17
20050524	0530	Property Damage	S	TRUE	22.04
20050524	1550	Property Damage	N	FALSE	25.46
20050524	1815	Property Damage	N	FALSE	21.09
20050524	2005	Visible Injury	N	FALSE	24.49
20050524	2055	Complaint of Pain	N	FALSE	24.53
20050524	2117	Complaint of Pain	N	FALSE	24.22
20050525	0530	Property Damage	N	FALSE	9.39
20050525	0850	Property Damage	N	FALSE	10.81
20050525	1056	Property Damage	S	FALSE	19.26
20050525	1746	Property Damage	S	FALSE	16.22
20050525	2130	Property Damage	N	FALSE	10.81
20050526	0700	Complaint of Pain	N	TRUE	26.333
20050526	1620	Property Damage	N	FALSE	17.18
20050527	0900	Property Damage	S	FALSE	10.72
20050527	1145	Property Damage	N	TRUE	15.899
20050527	1605	Property Damage	N	TRUE	13.8
20050527	1606	Property Damage	N	TRUE	13.85
20050527	2303	Visible Injury	S	FALSE	12.06
20050528	1410	Complaint of Pain	N	FALSE	14.98
20050528	2310	Property Damage	N	FALSE	14.85
20050529	0900	Complaint of Pain	S	FALSE	6.42
20050529	1010	Property Damage	S	FALSE	13.07
20050529	1053	Severe Injury	S	TRUE	9.53
20050529	1100	Property Damage	N	FALSE	23.574
20050529	1525	Property Damage	N	FALSE	15
20050529	1900	Complaint of Pain	S	FALSE	8.09
20050529	2320	Property Damage	N	FALSE	21.97
20050530	1210	Complaint of Pain	S	FALSE	24.44
20050530	1335	Property Damage	S	TRUE	21
20050530	2210	Property Damage	N	FALSE	23.134
20050531	1444	Property Damage	N	FALSE	17.193
20050531	1512	Property Damage	S	TRUE	21.88
20050531	1520	Property Damage	N	FALSE	18.59
20050531	1527	Property Damage	N	TRUE	18.84
20050531	1545	Property Damage	S	FALSE	20.94
20050531	1545	Property Damage	S	TRUE	23.81
20050531	1655	Property Damage	N	TRUE	16.166
20050531	2205	Severe Injury	S	FALSE	6.09
20050601	0755	Property Damage	N	FALSE	24.52
20050601	0755	Property Damage	S	FALSE	15.18
20050601	1120	Property Damage	N	TRUE	21.808
20050602	0700	Property Damage	S	FALSE	15.83
20050602	1130	Complaint of Pain	S	TRUE	14.16
20050602	1330	Property Damage	S	FALSE	17.19
20050602	1410	Property Damage	N	FALSE	19.23
20050602	1410	Property Damage	N	TRUE	24.87
20050602	1436	Complaint of Pain	N	FALSE	14.98
20050602	1520	Property Damage	N	FALSE	11.87
20050602	1532	Property Damage	S	TRUE	13.85
20050602	1850	Property Damage	N	FALSE	15.71
20050602	2225	Property Damage	S	FALSE	5.02
20050603	0655	Property Damage	S	FALSE	15.489
20050603	0714	Complaint of Pain	N	FALSE	23.5
20050603	0825	Visible Injury	S	FALSE	10.17
20050603	0845	Complaint of Pain	N	FALSE	18.73
20050603	1240	Property Damage	S	TRUE	19.15
20050604	0918	Property Damage	N	TRUE	23.98
20050604	1900	Complaint of Pain	N	FALSE	23.134
20050604	2030	Property Damage	N	FALSE	5.53
20050604	2303	Complaint of Pain	N	FALSE	6.37
20050605	1155	Property Damage	S	FALSE	32.69
20050605	1425	Complaint of Pain	N	FALSE	19.89
20050605	1530	Severe Injury	N	FALSE	23
20050606	0420	Visible Injury	S	FALSE	10.76
20050606	0735	Property Damage	N	TRUE	6.78
20050606	0750	Complaint of Pain	N	FALSE	16.93
20050606	0820	Visible Injury	S	FALSE	19.4
20050606	1610	Property Damage	N	FALSE	16.166
20050606	1630	Property Damage	S	FALSE	23.88
20050606	1729	Property Damage	N	TRUE	6.29
20050607	0115	Property Damage	N	FALSE	23.2
20050607	0750	Property Damage	S	FALSE	14.89
20050607	1003	Property Damage	S	FALSE	21.94
20050607	1415	Property Damage	N	TRUE	25.41
20050607	1700	Property Damage	S	TRUE	23.39
20050607	1705	Property Damage	S	FALSE	10.32
20050607	1915	Fatal	N	FALSE	7.71
20050607	1916	Visible Injury	N	FALSE	7.72
20050608	0010	Property Damage	N	FALSE	6.956
20050608	1317	Property Damage	N	FALSE	17.02
20050608	1710	Property Damage	S	FALSE	23.86
20050609	0010	Property Damage	N	FALSE	9.61
20050609	1710	Property Damage	N	TRUE	24.2
20050610	0215	Property Damage	N	FALSE	6.476
20050610	0647	Property Damage	N	FALSE	22.46
20050610	0915	Property Damage	N	FALSE	22.94
20050610	1255	Complaint of Pain	S	FALSE	15.98
20050610	1430	Complaint of Pain	S	FALSE	22.583
20050610	1505	Visible Injury	N	TRUE	16.39
20050610	1610	Property Damage	N	FALSE	14.78
20050610	1900	Property Damage	S	TRUE	19.42
20050610	2110	Property Damage	N	TRUE	18.42
20050610	2150	Property Damage	N	TRUE	19.88
20050610	2225	Property Damage	N	FALSE	15.82
20050610	2350	Complaint of Pain	N	FALSE	18.14
20050611	0340	Property Damage	S	FALSE	24.38
20050611	0800	Property Damage	S	FALSE	15.199
20050611	0920	Property Damage	N	TRUE	6.287
20050611	1440	Complaint of Pain	N	FALSE	9.305
20050611	1740	Property Damage	S	FALSE	14.49
20050612	0025	Property Damage	N	FALSE	21.03
20050612	0027	Property Damage	N	FALSE	21.02
20050612	0104	Severe Injury	S	FALSE	13.69
20050612	0105	Property Damage	S	FALSE	13.65
20050612	0245	Property Damage	N	FALSE	12.83
20050612	1440	Property Damage	N	FALSE	18.35
20050612	1950	Visible Injury	S	FALSE	19.66
20050613	0310	Complaint of Pain	S	FALSE	17.24
20050613	0745	Property Damage	S	FALSE	9.51
20050613	1230	Property Damage	N	TRUE	22.488
20050613	1434	Severe Injury	S	TRUE	6.09
20050613	1730	Property Damage	N	TRUE	13.65
20050614	0530	Property Damage	N	FALSE	23.134
20050614	1315	Complaint of Pain	S	TRUE	12.871
20050614	1430	Property Damage	N	FALSE	16.99
20050614	1515	Property Damage	N	TRUE	11.97
20050614	1545	Property Damage	S	FALSE	12.01
20050614	1900	Property Damage	S	TRUE	13.339
20050614	2155	Property Damage	S	FALSE	24.39
20050615	0005	Property Damage	S	FALSE	17.55
20050615	0009	Property Damage	S	FALSE	17.54
20050615	0015	Property Damage	N	FALSE	24.27
20050615	0519	Property Damage	N	FALSE	22.34
20050615	0520	Property Damage	N	FALSE	22.34
20050615	0745	Property Damage	S	TRUE	9.35
20050615	0800	Property Damage	S	FALSE	26.33
20050615	1310	Property Damage	S	TRUE	9.34
20050615	1845	Property Damage	N	TRUE	21.82
20050615	2021	Property Damage	S	FALSE	16.88
20050616	0735	Complaint of Pain	N	FALSE	16.31
20050616	0737	Property Damage	N	TRUE	16.29
20050616	1000	Property Damage	S	TRUE	16.879
20050616	1205	Property Damage	N	FALSE	23.08
20050616	1215	Property Damage	N	TRUE	22.488
20050616	1216	Property Damage	N	FALSE	22.567
20050616	1600	Complaint of Pain	S	TRUE	19.82
20050616	1745	Property Damage	N	FALSE	24.99
20050616	1750	Complaint of Pain	S	TRUE	13.58
20050616	1915	Property Damage	N	FALSE	18.46
20050616	2000	Property Damage	S	FALSE	8.055
20050617	0840	Property Damage	S	TRUE	20.36
20050617	0843	Property Damage	N	TRUE	13.96
20050617	0930	Property Damage	S	FALSE	12.79
20050617	1506	Property Damage	N	FALSE	24.16
20050617	1725	Property Damage	N	TRUE	21.81
20050617	2240	Property Damage	N	FALSE	22.58
20050617	2240	Property Damage	N	FALSE	22.35
20050617	2305	Property Damage	S	FALSE	15.59
20050618	0050	Property Damage	S	FALSE	9.7
20050618	0305	Property Damage	S	FALSE	9.51
20050618	0440	Complaint of Pain	N	FALSE	21.79
20050618	0807	Complaint of Pain	N	FALSE	12.78
20050618	1850	Complaint of Pain	N	FALSE	23.134
20050619	0020	Severe Injury	N	FALSE	7.91
20050619	0026	Property Damage	S	FALSE	18.663
20050619	0140	Property Damage	N	FALSE	9.26
20050619	0140	Visible Injury	S	FALSE	21.89
20050619	0140	Complaint of Pain	N	FALSE	22.03
20050619	0230	Property Damage	N	FALSE	19.64
20050619	0310	Property Damage	S	FALSE	9.88
20050619	0730	Property Damage	S	TRUE	16.84
20050619	0850	Complaint of Pain	S	TRUE	19.79
20050619	1420	Property Damage	N	FALSE	15.187
20050619	2040	Property Damage	N	FALSE	19.62
20050620	0800	Visible Injury	S	FALSE	24.86
20050620	0910	Property Damage	N	FALSE	22.49
20050620	1315	Property Damage	N	TRUE	18.21
20050620	1925	Property Damage	N	FALSE	22.43
20050620	2300	Property Damage	S	TRUE	21.86
20050621	0815	Property Damage	N	TRUE	22.154
20050621	1000	Property Damage	N	FALSE	7.08
20050621	1400	Property Damage	S	FALSE	11.81
20050621	1430	Visible Injury	S	FALSE	16.89
20050621	1710	Property Damage	S	FALSE	24.95
20050621	2315	Property Damage	N	FALSE	20.79
20050622	0515	Property Damage	N	FALSE	12.79
20050622	0910	Complaint of Pain	N	FALSE	20.18
20050622	1150	Property Damage	N	TRUE	12.1
20050622	1430	Property Damage	N	FALSE	24.23
20050622	2203	Property Damage	S	TRUE	16.19
20050623	1250	Property Damage	S	TRUE	11.04
20050623	1340	Property Damage	N	TRUE	23.42
20050623	1515	Property Damage	N	FALSE	24.19
20050624	1140	Property Damage	N	TRUE	12.21
20050624	1215	Property Damage	S	FALSE	11.91
20050624	1225	Property Damage	N	FALSE	12.66
20050624	1315	Property Damage	S	TRUE	9.09
20050624	1600	Property Damage	S	FALSE	22.57
20050624	1630	Property Damage	N	FALSE	21.84
20050624	1805	Complaint of Pain	N	FALSE	21.808
20050624	1815	Property Damage	N	FALSE	18.48
20050624	2045	Property Damage	N	FALSE	10.54
20050624	2110	Property Damage	N	FALSE	21.62
20050625	0450	Property Damage	N	FALSE	9.38
20050625	0615	Property Damage	N	FALSE	9.51
20050625	0645	Complaint of Pain	N	TRUE	17.28
20050625	1115	Property Damage	N	FALSE	17.54
20050625	1213	Property Damage	S	FALSE	20.25
20050625	1550	Property Damage	N	FALSE	23.19
20050625	1600	Complaint of Pain	S	FALSE	17.054
20050625	1825	Visible Injury	S	FALSE	8.97
20050625	2115	Property Damage	N	FALSE	23.27
20050626	0010	Complaint of Pain	N	FALSE	9.31
20050626	0055	Property Damage	N	FALSE	9.51
20050626	0145	Complaint of Pain	N	FALSE	9.36
20050626	0910	Severe Injury	S	FALSE	13.06
20050626	0945	Property Damage	S	FALSE	13.339
20050626	1415	Property Damage	S	FALSE	19.88
20050626	1425	Property Damage	S	FALSE	18.663
20050626	2215	Property Damage	N	FALSE	10.8
20050627	1000	Property Damage	N	FALSE	6.37
20050627	1300	Visible Injury	N	FALSE	12.75
20050627	1345	Property Damage	N	FALSE	22.5
20050627	1408	Property Damage	S	TRUE	17.29
20050627	1425	Complaint of Pain	N	FALSE	18.74
20050627	1520	Property Damage	N	FALSE	10.31
20050627	1630	Property Damage	N	FALSE	22.068
20050628	1340	Property Damage	S	TRUE	19.64
20050628	1419	Property Damage	S	FALSE	32.09
20050628	1550	Complaint of Pain	N	FALSE	17.39
20050628	1755	Complaint of Pain	N	FALSE	15.899
20050629	0855	Property Damage	S	FALSE	21.96
20050629	1345	Property Damage	N	FALSE	9.43
20050629	1430	Property Damage	N	TRUE	19.39
20050629	1730	Property Damage	S	TRUE	23.8
20050630	0710	Property Damage	N	FALSE	26.37
20050630	0730	Complaint of Pain	S	FALSE	13.115
20050630	0920	Property Damage	N	TRUE	15.899
20050630	0940	Property Damage	S	FALSE	19.7
20050630	1710	Property Damage	N	FALSE	22.154
20050630	1750	Property Damage	N	FALSE	24.95
20050630	1800	Property Damage	S	FALSE	21.86
20050701	1005	Property Damage	S	TRUE	26
20050701	1250	Property Damage	S	FALSE	17.06
20050701	1930	Property Damage	N	FALSE	12.31
20050701	2130	Property Damage	S	TRUE	16.85
20050702	0014	Property Damage	S	FALSE	24.96
20050704	1255	Property Damage	S	FALSE	19.892
20050705	0630	Property Damage	S	FALSE	23.24
20050705	0725	Property Damage	S	FALSE	15.489
20050705	1125	Property Damage	N	FALSE	23.134
20050705	1210	Property Damage	N	TRUE	22.48
